"Категория";"Производитель";"Товар";"Описание";"Цена (розница)";"Наличие";"Ссылка";"Гарантия, м";"Полное описание";"Ссылка на товар в интернет магазине"
"Мобильные телефоны";"LeEco";"LeEco Cool1 C106 4/32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"550.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Cool1_C106_432Gb-2763421.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Cool1 C106 4/64Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"600.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Cool1_C106_464Gb-2763423.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le 2 Pro X620 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"435.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_2_Pro_X620_32Gb-2539341.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le 2 Pro X620 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"515.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_2_Pro_X620_64Gb-2808835.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le 2 Pro X621 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"500.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_2_Pro_X621_32Gb-2804233.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le 2 Pro X625 Helio X25";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"480.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_2_Pro_X625_Helio_X25-2659581.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le 2 X520 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"430.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_2_X520_32Gb-2690455.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le 2 X527 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"424.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_2_X527_32Gb-2755381.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le 2 X620 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"379.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_2_X620_16Gb-2643097.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le 2 X620 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"410.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_2_X620_32Gb-2539767.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le 2 X621 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"500.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_2_X621_32Gb-2797319.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le Max 2 X820 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"490.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_Max_2_X820_32Gb-2551005.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le Max 2 X820 6/64Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"750.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_Max_2_X820_664Gb-2551127.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le Max 2 X820 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"750.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_Max_2_X820_64Gb-2551125.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le One Pro X800 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"400.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_One_Pro_X800_32Gb-2669089.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le One Pro X800 64Gb ";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"480.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_One_Pro_X800_64Gb-2763425.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le Pro 3 Le X720 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"655.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_Pro_3_Le_X720_32Gb-2668801.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le Pro 3 Le X720 4/64Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"690.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_Pro_3_Le_X720_464Gb-2668803.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le Pro 3 Le X720 6/64Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"800.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_Pro_3_Le_X720_664Gb-2668805.html";"36";"";"";
"Мобильные телефоны";"LeEco";"LeEco Le S3 X522 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"480.00";"На складе";"https://phone.1k.by/mobile/leeco/LeEco_Le_S3_X522_32Gb-2862797.html";"36";"";"";
